survey_key,date,length,area,mac_plast_w,mic_plas_w,total_w,est_weight,num_parts_staff,num_parts_other,time_minutes,participants,project,is_2020,location,loc_date
parc-des-pierrettes2020-10-0146,2020-10-01,46,150.00,590.000,0.640,0.740,0.0,1,7,170,"[""HD""]",2020,True,parc-des-pierrettes,"('parc-des-pierrettes', '2020-10-01')"
plage-de-cheyres2020-03-1599,2020-03-15,99,198.00,50.000,0.001,0.400,0.0,1,0,120,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-03-15')"
plage-de-cheyres2020-04-1786,2020-04-17,86,395.00,60.000,0.001,0.340,0.0,1,0,210,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-04-17')"
plage-de-cheyres2020-05-1298,2020-05-12,98,196.00,10.000,0.042,0.200,0.0,1,0,70,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-05-12')"
plage-de-cheyres2020-06-1587,2020-06-15,87,469.00,164.000,0.110,0.165,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-06-15')"
plage-de-cheyres2020-07-1596,2020-07-15,96,384.00,115.000,0.200,0.135,0.0,1,0,100,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-07-15')"
plage-de-cheyres2020-08-1579,2020-08-15,79,238.00,160.000,0.000,0.180,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-08-15')"
plage-de-cheyres2020-09-1582,2020-09-15,82,470.00,30.000,0.000,0.041,0.0,1,0,90,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-09-15')"
plage-de-cheyres2020-10-1788,2020-10-17,88,175.00,0.032,50.000,0.270,0.0,1,0,100,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-10-17')"
plage-de-cheyres2020-11-1687,2020-11-16,87,821.00,80.000,0.000,210.000,0.0,1,0,120,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-11-16')"
plage-de-cheyres2020-12-1488,2020-12-14,88,430.00,99.000,0.000,0.100,0.0,1,0,150,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2020-12-14')"
plage-de-cheyres2021-01-1686,2021-01-16,86,292.00,199.000,0.014,0.200,0.0,1,0,150,"[""HD""]",2020,True,plage-de-cheyres,"('plage-de-cheyres', '2021-01-16')"
plage-de-st-sulpice2020-10-0141,2020-10-01,41,193.00,230.000,0.169,3.250,0.0,1,8,140,"[""HD""]",2020,True,plage-de-st-sulpice,"('plage-de-st-sulpice', '2020-10-01')"
pointe-dareuse2020-12-0390,2020-12-03,90,360.00,40.000,0.000,0.040,0.0,1,0,120,"[""HD""]",2020,True,pointe-dareuse,"('pointe-dareuse', '2020-12-03')"
preverenges-le-sout2021-02-04100,2021-02-04,100,300.00,335.000,0.000,0.390,0.0,1,0,160,"[""PRCS""]",2020,True,preverenges-le-sout,"('preverenges-le-sout', '2021-02-04')"
preverenges2020-06-0740,2020-06-07,40,120.00,0.000,0.000,1.000,0.0,1,2,265,"[""PRCS""]",2020,True,preverenges,"('preverenges', '2020-06-07')"
preverenges2020-07-0928,2020-07-09,28,162.00,115.000,4.396,0.400,0.0,1,2,150,"[""HD"",""HKQM""]",2020,True,preverenges,"('preverenges', '2020-07-09')"
preverenges2020-08-1360,2020-08-13,60,180.00,65.000,0.979,0.070,0.0,1,0,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-08-13')"
preverenges2020-09-0837,2020-09-08,37,148.00,230.000,0.197,230.000,0.0,1,2,120,"[""PRCS"", ""HD""]",2020,True,preverenges,"('preverenges', '2020-09-08')"
preverenges2020-10-0843,2020-10-08,43,258.00,280.000,3.080,0.310,0.0,1,0,150,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-10-08')"
preverenges2020-11-1250,2020-11-12,50,3.00,170.000,0.336,0.195,0.0,1,0,110,"[""HD"",""PRCS""]",2020,True,preverenges,"('preverenges', '2020-11-12')"
preverenges2020-12-1050,2020-12-10,50,200.00,50.000,0.767,0.060,0.0,1,1,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2020-12-10')"
preverenges2021-01-0768,2021-01-07,68,272.00,185.000,1.370,0.190,0.0,1,0,120,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-01-07')"
preverenges2021-02-0761,2021-02-07,61,244.00,460.000,2.000,0.460,0.0,1,0,135,"[""HD""]",2020,True,preverenges,"('preverenges', '2021-02-07')"
quai-maria-belgia2020-04-2844,2020-04-28,44,282.00,460.000,0.000,0.780,0.0,1,0,150,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-04-28')"
quai-maria-belgia2020-05-3141,2020-05-31,41,177.00,0.250,0.000,0.290,0.0,2,0,80,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-05-31')"
quai-maria-belgia2020-06-2842,2020-06-28,42,147.00,0.500,0.000,0.540,0.0,2,0,120,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-06-28')"
quai-maria-belgia2020-07-2140,2020-07-21,40,128.00,215.000,0.198,0.300,0.0,1,1,109,"[""HD"",""PRCS""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-07-21')"
quai-maria-belgia2020-08-3041,2020-08-30,41,124.00,0.200,0.000,0.320,0.0,1,0,95,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-08-30')"
quai-maria-belgia2020-09-2740,2020-09-27,40,130.00,550.000,0.105,0.710,0.0,4,0,170,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-09-27')"
quai-maria-belgia2020-10-2547,2020-10-25,47,99.00,0.100,0.000,0.160,0.1,1,0,150,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-10-25')"
quai-maria-belgia2020-11-3036,2020-11-30,36,94.00,0.080,0.000,0.320,0.0,1,0,110,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-11-30')"
quai-maria-belgia2020-12-2338,2020-12-23,38,115.00,0.000,0.000,0.050,0.0,1,0,95,"[""HD""]",2020,True,quai-maria-belgia,"('quai-maria-belgia', '2020-12-23')"
rastplatz-stampf2020-04-2430,2020-04-24,30,25.00,160.000,0.001,0.160,0.0,1,0,90,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-04-24')"
rastplatz-stampf2020-05-2217,2020-05-22,17,28.00,1.000,0.035,0.060,0.0,1,0,90,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-05-22')"
rastplatz-stampf2020-06-1826,2020-06-18,26,50.00,50.000,0.040,0.110,0.0,1,0,100,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-06-18')"
rastplatz-stampf2020-07-2010,2020-07-20,10,20.00,85.000,0.000,0.140,0.0,1,0,75,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-07-20')"
rastplatz-stampf2020-08-2019,2020-08-20,19,60.00,35.000,0.000,0.085,0.0,1,0,80,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-08-20')"
rastplatz-stampf2020-09-2420,2020-09-24,20,79.00,105.000,0.040,0.180,0.0,1,0,80,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-09-24')"
rastplatz-stampf2020-10-2228,2020-10-22,28,93.00,40.000,0.018,0.050,0.0,1,0,130,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-10-22')"
rastplatz-stampf2020-11-2130,2020-11-21,30,91.00,50.000,0.000,0.050,0.0,1,0,75,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-11-21')"
rastplatz-stampf2020-12-2226,2020-12-22,26,85.00,90.000,0.044,1.000,0.0,1,0,100,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2020-12-22')"
rastplatz-stampf2021-01-2133,2021-01-21,33,69.00,19.000,0.040,0.020,0.0,1,0,140,"[""HD""]",2020,True,rastplatz-stampf,"('rastplatz-stampf', '2021-01-21')"
reuss_hunenberg_eberhardy2020-12-1916,2020-12-19,16,49.00,0.000,0.000,1.200,0.0,1,0,40,"[""HD""]",2020,True,reuss_hunenberg_eberhardy,"('reuss_hunenberg_eberhardy', '2020-12-19')"
reuss_ottenbach_schoenenbergerl2020-12-1922,2020-12-19,22,88.00,0.000,0.000,0.000,0.0,1,0,30,"[""HD""]",2020,True,reuss_ottenbach_schoenenbergerl,"('reuss_ottenbach_schoenenbergerl', '2020-12-19')"
rivapiana2020-11-2761,2020-11-27,61,290.00,230.000,0.107,0.800,0.0,1,0,165,"[""HD""]",2020,True,rivapiana,"('rivapiana', '2020-11-27')"
rocky-plage2020-11-01157,2020-11-01,157,942.00,151.000,0.001,0.250,0.0,1,9,120,"[""HD"",""EG""]",2020,True,rocky-plage,"('rocky-plage', '2020-11-01')"
route-132020-10-2660,2020-10-26,60,900.00,6.000,0.000,4.900,0.0,1,0,135,"[""HD""]",2020,True,route-13,"('route-13', '2020-10-26')"
ruisseau-de-la-croix-plage2020-09-1550,2020-09-15,50,192.00,70.000,0.031,0.100,0.0,1,0,90,"[""HD""]",2020,True,ruisseau-de-la-croix-plage,"('ruisseau-de-la-croix-plage', '2020-09-15')"
san-nazzaro-gambarogno2020-08-09125,2020-08-09,125,312.50,221.100,0.000,0.296,0.0,1,0,80,"[""PRCS""]",2020,True,san-nazzaro-gambarogno,"('san-nazzaro-gambarogno', '2020-08-09')"
schiffenensee_duedingen_hirschij2020-07-111,2020-07-11,1,1.00,1.000,1.000,1.000,1.0,1,1,1,"[""STPPP""]",2020,True,schiffenensee_duedingen_hirschij,"('schiffenensee_duedingen_hirschij', '2020-07-11')"
schmerikon-bahnhof-strand2020-10-2325,2020-10-23,25,52.00,110.000,0.042,0.120,0.0,1,0,100,"[""HD""]",2020,True,schmerikon-bahnhof-strand,"('schmerikon-bahnhof-strand', '2020-10-23')"
schusspark-strand2020-08-0845,2020-08-08,45,264.00,150.000,0.000,0.200,0.0,1,0,90,"[""HD""]",2020,True,schusspark-strand,"('schusspark-strand', '2020-08-08')"
seeflechsen2020-11-2235,2020-11-22,35,700.00,105.000,0.000,0.210,0.0,1,0,90,"[""PRCS""]",2020,True,seeflechsen,"('seeflechsen', '2020-11-22')"
seemuhlestrasse-strand2020-11-2287,2020-11-22,87,499.00,50.000,0.000,0.380,0.0,1,0,90,"[""HD""]",2020,True,seemuhlestrasse-strand,"('seemuhlestrasse-strand', '2020-11-22')"
seez2020-05-1945,2020-05-19,45,630.00,50.000,0.001,1.000,0.0,1,0,70,"[""HD""]",2020,True,seez,"('seez', '2020-05-19')"
seez_spennwiesenbrucke2020-06-196,2020-06-19,6,12.00,1.000,0.000,0.001,0.0,1,0,50,"[""HD""]",2020,True,seez_spennwiesenbrucke,"('seez_spennwiesenbrucke', '2020-06-19')"
sentiero-giro-del-golf-spiaggia2020-05-2739,2020-05-27,39,105.00,35.000,0.001,0.060,0.0,1,0,90,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-05-27')"
sentiero-giro-del-golf-spiaggia2020-08-2640,2020-08-26,40,400.00,60.000,0.031,0.260,0.0,1,0,180,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-08-26')"
sentiero-giro-del-golf-spiaggia2020-11-2759,2020-11-27,59,271.00,50.000,0.000,0.100,0.0,1,0,150,"[""HD""]",2020,True,sentiero-giro-del-golf-spiaggia,"('sentiero-giro-del-golf-spiaggia', '2020-11-27')"
signalpain2020-12-1047,2020-12-10,47,211.00,340.000,0.350,0.370,0.0,1,0,180,"[""HD""]",2020,True,signalpain,"('signalpain', '2020-12-10')"
sihl_zuerich_eichenbergerd2020-10-1329,2020-10-13,29,113.00,0.000,0.000,1.970,0.0,1,0,55,"[""HD""]",2020,True,sihl_zuerich_eichenbergerd,"('sihl_zuerich_eichenbergerd', '2020-10-13')"
spackmatt2020-11-2934,2020-11-29,34,170.00,50.000,0.000,0.180,0.0,1,0,88,"[""HD""]",2020,True,spackmatt,"('spackmatt', '2020-11-29')"
strandbeiz2020-03-2048,2020-03-20,48,110.00,90.000,0.031,0.100,0.0,1,0,180,"[""HD""]",2020,True,strandbeiz,"('strandbeiz', '2020-03-20')"
strandboden-biel2020-10-1032,2020-10-10,32,176.00,400.000,0.002,1.880,0.0,1,0,130,"[""HD""]",2020,True,strandboden-biel,"('strandboden-biel', '2020-10-10')"
strandboden-biel2020-12-2561,2020-12-25,61,244.00,40.000,0.170,0.370,0.0,1,0,119,"[""HD""]",2020,True,strandboden-biel,"('strandboden-biel', '2020-12-25')"
sundbach-strand2020-08-2620,2020-08-26,20,120.00,50.000,0.000,0.060,0.0,1,0,120,"[""HD""]",2020,True,sundbach-strand,"('sundbach-strand', '2020-08-26')"
sundbach-strand2020-11-0724,2020-11-07,24,685.00,90.000,0.000,0.240,0.0,1,0,100,"[""HD""]",2020,True,sundbach-strand,"('sundbach-strand', '2020-11-07')"
thun-strandbad2020-11-2890,2020-11-28,90,540.00,130.000,0.000,0.130,0.0,1,0,90,"[""HD""]",2020,True,thun-strandbad,"('thun-strandbad', '2020-11-28')"
thunersee_spiez_meierd_12020-03-0865,2020-03-08,65,325.00,50.000,0.001,1.300,0.0,1,0,120,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-03-08')"
thunersee_spiez_meierd_12020-04-0960,2020-04-09,60,175.80,50.000,0.002,0.200,0.0,1,0,180,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-04-09')"
thunersee_spiez_meierd_12020-05-0846,2020-05-08,46,182.00,0.650,0.001,0.230,0.0,1,0,100,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-05-08')"
thunersee_spiez_meierd_12020-06-0847,2020-06-08,47,94.00,85.000,0.000,0.170,0.0,1,0,70,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-06-08')"
thunersee_spiez_meierd_12020-07-0857,2020-07-08,57,84.00,75.000,0.000,0.160,0.0,1,0,90,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-07-08')"
thunersee_spiez_meierd_12020-08-1050,2020-08-10,50,119.00,35.000,0.000,0.120,0.0,1,0,110,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-08-10')"
thunersee_spiez_meierd_12020-09-0748,2020-09-07,48,76.00,45.000,0.000,0.240,0.0,1,0,75,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-09-07')"
thunersee_spiez_meierd_12020-10-0955,2020-10-09,55,80.00,2.000,0.000,0.038,0.0,1,0,65,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-10-09')"
thunersee_spiez_meierd_12020-11-0653,2020-11-06,53,94.00,240.000,0.000,5.140,5.0,1,0,65,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-11-06')"
thunersee_spiez_meierd_12020-12-08105,2020-12-08,105,286.00,85.000,0.000,1.980,0.0,1,0,90,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2020-12-08')"
thunersee_spiez_meierd_12021-01-08101,2021-01-08,101,550.00,480.000,0.000,1.470,0.0,1,0,110,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2021-01-08')"
thunersee_spiez_meierd_12021-02-05140,2021-02-05,140,1009.00,0.000,160.000,2.960,0.0,1,0,180,"[""HD""]",2020,True,thunersee_spiez_meierd_1,"('thunersee_spiez_meierd_1', '2021-02-05')"
tiger-duck-beach2020-07-1428,2020-07-14,28,112.00,315.000,0.962,0.430,0.0,1,0,140,"[""HD""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-07-14')"
tiger-duck-beach2020-10-0130,2020-10-01,30,135.00,255.000,2.164,0.575,0.0,1,13,180,"[""PRCS""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-10-01')"
tiger-duck-beach2020-11-2420,2020-11-24,20,80.00,180.000,1.800,0.240,0.0,1,4,120,"[""HD""]",2020,True,tiger-duck-beach,"('tiger-duck-beach', '2020-11-24')"
tolochenaz2020-05-1935,2020-05-19,35,145.00,100.000,1.800,0.300,0.0,1,4,149,"[""HD"",""PRCS""]",2020,True,tolochenaz,"('tolochenaz', '2020-05-19')"
tschilljus2020-11-1250,2020-11-12,50,8.00,1005.000,0.000,1.435,0.0,1,0,90,"[""HD""]",2020,True,tschilljus,"('tschilljus', '2020-11-12')"
untertenzen2021-01-21111,2021-01-21,111,289.00,110.000,0.106,0.870,0.0,1,0,100,"[""HD""]",2020,True,untertenzen,"('untertenzen', '2021-01-21')"
versoix2020-05-1451,2020-05-14,51,153.00,360.000,1.500,0.380,1.0,1,0,155,"[""HD""]",2020,True,versoix,"('versoix', '2020-05-14')"
versoix2020-08-0487,2020-08-04,87,305.00,110.000,0.081,0.230,0.0,1,0,125,"[""HD""]",2020,True,versoix,"('versoix', '2020-08-04')"
versoix2020-10-1352,2020-10-13,52,156.00,50.000,0.020,0.090,0.0,1,0,135,"[""HD""]",2020,True,versoix,"('versoix', '2020-10-13')"
vidy-ruines2020-06-0219,2020-06-02,19,221.00,280.000,0.763,0.430,0.0,1,2,90,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-06-02')"
vidy-ruines2020-06-306,2020-06-30,6,18.00,90.000,0.000,0.107,0.0,1,1,150,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-06-30')"
vidy-ruines2020-08-015,2020-08-01,5,13.75,2.700,0.064,0.017,0.0,1,0,55,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-08-01')"
vidy-ruines2020-09-025,2020-09-02,5,10.00,1.500,0.000,0.005,0.0,1,0,40,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-09-02')"
vidy-ruines2020-12-016,2020-12-01,6,15.00,33.000,0.000,0.061,0.0,1,0,85,"[""PRCS""]",2020,True,vidy-ruines,"('vidy-ruines', '2020-12-01')"
villa-barton2020-10-2017,2020-10-20,17,51.00,115.000,0.066,0.115,0.0,1,0,120,"[""HD""]",2020,True,villa-barton,"('villa-barton', '2020-10-20')"
villa-barton2021-01-2250,2021-01-22,50,200.00,980.000,0.019,1.400,0.0,1,1,90,"[""PRCS"",""HD""]",2020,True,villa-barton,"('villa-barton', '2021-01-22')"
vira-gambarogno2020-05-2692,2020-05-26,92,138.00,10.000,0.001,1.470,0.0,1,0,105,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-05-26')"
vira-gambarogno2020-08-2749,2020-08-27,49,228.00,5.000,0.000,21.000,0.0,1,0,100,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-08-27')"
vira-gambarogno2020-11-2640,2020-11-26,40,180.00,10.000,0.020,0.020,0.0,1,0,90,"[""HD""]",2020,True,vira-gambarogno,"('vira-gambarogno', '2020-11-26')"
vira-spiaggia-left-of-river2020-05-2623,2020-05-26,23,168.00,115.000,0.000,0.145,0.0,1,0,90,"[""HD""]",2020,True,vira-spiaggia-left-of-river,"('vira-spiaggia-left-of-river', '2020-05-26')"
walensee_walenstadt_wysse2020-03-1753,2020-03-17,53,563.00,150.000,0.025,0.175,0.0,2,0,200,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-03-17')"
walensee_walenstadt_wysse2020-04-2154,2020-04-21,54,277.00,450.000,0.100,0.600,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-04-21')"
walensee_walenstadt_wysse2020-05-1950,2020-05-19,50,403.00,125.000,0.200,0.450,0.0,1,0,250,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-05-19')"
walensee_walenstadt_wysse2020-06-1825,2020-06-18,25,178.00,410.000,1.128,0.510,0.0,1,1,240,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-06-18')"
walensee_walenstadt_wysse2020-07-1939,2020-07-19,39,94.00,494.000,0.020,0.495,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-07-19')"
walensee_walenstadt_wysse2020-08-2051,2020-08-20,51,400.00,205.000,0.001,0.255,0.0,1,0,180,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-08-20')"
walensee_walenstadt_wysse2020-09-23133,2020-09-23,133,308.00,300.000,0.218,0.910,0.0,1,0,210,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-09-23')"
walensee_walenstadt_wysse2020-10-23143,2020-10-23,143,634.00,2000.000,0.001,2.300,0.0,1,0,280,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-10-23')"
walensee_walenstadt_wysse2020-11-2238,2020-11-22,38,722.00,375.000,0.000,0.460,0.0,1,0,100,"[""HD"",""PRCS""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-11-22')"
walensee_walenstadt_wysse2020-12-2263,2020-12-22,63,878.00,30.000,0.000,0.060,0.0,1,0,150,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2020-12-22')"
walensee_walenstadt_wysse2021-01-2075,2021-01-20,75,149.00,89.000,0.005,0.090,0.0,1,0,90,"[""HD""]",2020,True,walensee_walenstadt_wysse,"('walensee_walenstadt_wysse', '2021-01-20')"
weissenau-neuhaus2020-05-0850,2020-05-08,50,200.00,100.000,0.023,0.150,0.0,1,0,160,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-05-08')"
weissenau-neuhaus2020-06-0899,2020-06-08,99,218.00,135.000,0.016,0.285,0.0,1,0,170,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-06-08')"
weissenau-neuhaus2020-07-0838,2020-07-08,38,133.00,70.000,0.001,0.185,0.0,1,0,120,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-07-08')"
weissenau-neuhaus2020-08-1086,2020-08-10,86,352.00,130.000,0.000,0.485,0.0,1,0,160,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-08-10')"
weissenau-neuhaus2020-09-07106,2020-09-07,106,425.00,295.000,0.119,0.355,0.0,1,0,165,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-09-07')"
weissenau-neuhaus2020-10-09122,2020-10-09,122,368.00,75.000,0.015,0.145,0.0,1,0,130,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-10-09')"
weissenau-neuhaus2020-11-0676,2020-11-06,76,304.00,48.000,0.000,0.050,0.0,1,0,150,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-11-06')"
weissenau-neuhaus2020-12-08101,2020-12-08,101,475.00,50.000,0.000,0.080,0.0,1,0,80,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2020-12-08')"
weissenau-neuhaus2021-01-08124,2021-01-08,124,430.00,160.000,0.109,270.000,0.0,1,0,215,"[""HD""]",2020,True,weissenau-neuhaus,"('weissenau-neuhaus', '2021-01-08')"
wycheley2020-09-0718,2020-09-07,18,44.00,0.120,0.000,0.125,0.0,1,0,90,"[""HD""]",2020,True,wycheley,"('wycheley', '2020-09-07')"
wycheley2020-11-0762,2020-11-07,62,372.00,1077.000,160.000,1.100,1.0,1,0,180,"[""HD""]",2020,True,wycheley,"('wycheley', '2020-11-07')"
zuerichsee_richterswil_benkoem_22020-04-2128,2020-04-21,28,70.00,250.000,0.000,0.280,0.0,1,0,90,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-04-21')"
zuerichsee_richterswil_benkoem_22020-05-1825,2020-05-18,25,63.00,0.055,0.100,0.150,0.0,1,0,100,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-05-18')"
zuerichsee_richterswil_benkoem_22020-06-2340,2020-06-23,40,76.00,12.000,0.000,0.175,0.0,1,0,80,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-06-23')"
zuerichsee_richterswil_benkoem_22020-07-2335,2020-07-23,35,67.00,9.000,0.075,0.340,0.0,1,0,115,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-07-23')"
zuerichsee_richterswil_benkoem_22020-08-2535,2020-08-25,35,49.00,120.000,0.000,0.125,0.0,1,0,105,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-08-25')"
zuerichsee_richterswil_benkoem_22020-09-2439,2020-09-24,39,57.00,2.000,0.000,0.105,0.0,1,0,65,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-09-24')"
zuerichsee_richterswil_benkoem_22020-10-2636,2020-10-26,36,56.00,1.000,0.000,0.001,0.0,1,0,80,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-10-26')"
zuerichsee_richterswil_benkoem_22020-12-1737,2020-12-17,37,134.00,5.000,0.000,0.080,0.0,1,1,45,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2020-12-17')"
zuerichsee_richterswil_benkoem_22021-01-21100,2021-01-21,100,100.00,40.000,0.000,0.710,0.0,1,0,60,"[""HD""]",2020,True,zuerichsee_richterswil_benkoem_2,"('zuerichsee_richterswil_benkoem_2', '2021-01-21')"
zuerichsee_staefa_hennm2020-12-1711,2020-12-17,11,39.00,5.000,0.000,0.105,0.0,1,0,55,"[""HD""]",2020,True,zuerichsee_staefa_hennm,"('zuerichsee_staefa_hennm', '2020-12-17')"
zuerichsee_waedenswil_colomboc_12020-11-2130,2020-11-21,30,45.00,96.000,0.000,0.100,0.0,1,0,65,"[""PRCS""]",2020,True,zuerichsee_waedenswil_colomboc_1,"('zuerichsee_waedenswil_colomboc_1', '2020-11-21')"
zugerseecholler_cham_blarerm2020-11-2936,2020-11-29,36,180.00,100.000,0.000,0.300,0.3,1,1,60,"[""HD""]",2020,True,zugerseecholler_cham_blarerm,"('zugerseecholler_cham_blarerm', '2020-11-29')"
zurcher-strand2020-09-1124,2020-09-11,24,40.00,405.000,0.033,0.840,0.0,1,0,300,"[""HD""]",2020,True,zurcher-strand,"('zurcher-strand', '2020-09-11')"
zurcher-strand2021-01-1033,2021-01-10,33,66.00,70.000,0.000,0.250,0.0,1,1,95,"[""HD""]",2020,True,zurcher-strand,"('zurcher-strand', '2021-01-10')"
zurichsee_kusnachterhorn_thirkell-whitej2020-03-2020,2020-03-20,20,70.00,25.000,0.120,0.750,0.0,1,0,150,"[""HD""]",2020,True,zurichsee_kusnachterhorn_thirkell-whitej,"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-03-20')"
