slug,location,latitude,longitude,post,country,water,water_name,city_slug,water_name_slug,is_2020,city,bfsnum,population
toss_winterthur-2,Töss_Winterthur 2,47.47870730,8.70842640,8406,CH,r,Töss,winterthur,ti12ss,False,Winterthur,230,111851
unterdsee_ermatingen_brunkem,unterdsee_ermatingen_brunkem,47.67263330,9.08124620,8272,CH,l,Untersee,ermatingen,untersee,False,Ermatingen,4646,3455
untertenzen,Untertenzen,47.11526000,9.25478000,8882,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937
urnaesch_urnaesch_meierr,urnaesch_urnaesch_meierr,47.32509860,9.29541880,9107,CH,r,Urnäsch,hundwil,urnasch,False,Hundwil,3002,941
versoix,Versoix,46.28919400,6.17056930,1290,CH,l,Lac Léman,versoix,lac-leman,True,Versoix,6644,13432
veveyse,Veveyse,46.46102200,6.83498300,1800,CH,l,Lac Léman,vevey,lac-leman,False,Vevey,5890,19891
vidy,Vidy,46.51471550,6.59858840,1007,CH,l,Lac Léman,lausanne,lac-leman,False,Lausanne,5586,139111
vidy-ruines,Vidy ruines,46.51622100,6.59627900,1007,CH,l,Lac Léman,lausanne,lac-leman,True,Lausanne,5586,139111
vierwaldstattersee_weggis_schoberls_1,vierwaldstättersee_weggis_schöberls_1,47.04453210,8.41856890,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369
vierwaldstattersee_weggis_schoberls_2,vierwaldstättersee_weggis_schöberls_2,47.04395300,8.41730760,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369
vierwaldstattersee_weggis_schoberls_3,vierwaldstättersee_weggis_schöberls_3,47.02995660,8.41080100,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369
villa-barton,Villa Barton,46.22235000,6.15250000,1202,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818
vira-gambarogno,Vira Gambarogno,46.14334300,8.83875900,6574,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192
vira-spiaggia-left-of-river,Vira spiaggia left of river,46.14290000,8.83840700,6573,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192
vorderrhein_disentis_schmidn,vorderrhein_disentis_schmidn,46.69827390,8.85783730,7180,CH,r,Vorderrhein,disentis-muster,vorderrhein,False,Disentis/Mustér,3982,2080
walensee_walenstadt_wysse,Walensee_Walenstadt_WyssE,47.12182820,9.29955170,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679
weissenau-neuhaus,Weissenau-Neuhaus,46.67658300,7.81752800,3800,CH,l,Thunersee,unterseen,thunersee,True,Unterseen,593,5751
wycheley,Wycheley,46.74037000,8.04864000,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092
zuerichsee_maennedorf_vanderkaadene,zuerichsee_maennedorf_vanderkaadene,47.25475400,8.68750380,8708,CH,l,Zurichsee,mannedorf,zurichsee,False,Männedorf,155,11243
zuerichsee_richterswil_benkoem_2,zuerichsee_richterswil_benkoem_2,47.21764580,8.69871330,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513
zuerichsee_staefa_hennm,zuerichsee_staefa_hennm,47.23464310,8.76988140,8713,CH,l,Zurichsee,stafa,zurichsee,True,Stäfa,158,14497
zuerichsee_waedenswil_colomboc_1,zuerichsee_waedenswil_colomboc_1,47.21954680,8.69196110,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513
zuerichsee_zurich_kullg,zuerichsee_zurich_kullg,47.35395730,8.55047430,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367
zugerseecholler_cham_blarerm,ZugerseeCholler_Cham_BlarerM,47.17821570,8.48001280,6300,CH,l,Zugersee,zug,zugersee,True,Zug,1711,30542
zugersee_immensee_guedesd,zugersee_Immensee_Guedesd,47.10668690,8.47888120,6344,CH,l,Zugersee,meierskappel,zugersee,False,Meierskappel,1064,1460
zulg_steffisburg_schmassmanne,zulg_steffisburg_schmassmanne,46.77424310,7.62453720,3612,CH,r,Zulg,steffisburg,zulg,False,Steffisburg,939,15709
zurcher-strand,Zürcher Strand,47.36420000,8.53742000,8002,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367
zurichsee-feldeggstr-banningersand,Zürichsee Feldeggstr BänningerSand,47.35939220,8.54736820,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367
zurichsee_kusnachterhorn_thirkell-whitej,Zürichsee_Küsnachterhorn_Thirkell WhiteJ,47.31768490,8.57686020,8700,CH,l,Zurichsee,kusnacht,zurichsee,True,Küsnacht (ZH),154,14397
zurichsee_wollishofen_langendorfm,zürichsee_wollishofen_langendorfm,47.34588990,8.53615450,8038,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367
