UUID,DATUM_AEND,DATUM_ERST,ERSTELL_J,ERSTELL_M,REVISION_J,REVISION_M,GRUND_AEND,HERKUNFT,HERKUNFT_J,HERKUNFT_M,OBJEKTART,REVISION_Q,KUNSTBAUTE,WANDERWEGE,BEFAHRBARK,EROEFFNUNG,STUFE,RICHTUNGSG,STR_NAME_U,NAME,BELAGSART,KREISEL,VERKEHRSBE,EIGENTUEME,VERKEHRSBD,slug,water_name,city_slug,length
{F021BEC3-B327-472F-8465-07ACA532E643},2019/11/26,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2019,6,Autostrasse,2018_Aufbau,Bruecke,,k_W,,1,Falsch,,,Hart,Falsch,,Bund,Hochleistungsstrasse,aare_post,Aare|Nidau-Büren-Kanal,port,43932.675
{00019F21-190F-42B7-9E4E-456C02CDDF62},2019/11/25,2007/09/20,2002,,2019,6,verbessert,swisstopo,2019,6,6m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,mammern-swisslitterreport,Untersee,steckborn,18583.164
{B0999B16-7DE1-44B4-B4D7-2AC80A7B0E14},2019/02/14,2007/09/20,2002,,2019,2,verbessert,swisstopo,2019,2,10m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,sihlsee_einsiedeln_schilligerllacherl,Sihlsee,einsiedeln,21641.089
{1C208223-A2A8-4CBF-B870-EECE7ECF77EF},2015/03/20,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,6,Autobahn,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,vidy,Lac Léman,lausanne,45241.910
{EDC41A3C-6D96-4EAE-8DAA-45E470DB0677},2015/05/20,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2011,3,4m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,gals-reserve,Bielersee,gals,24046.196
{F46959B9-4E72-4EDF-A99C-6F307F4E8588},2019/05/24,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2018,6,Autobahn,2018_Aufbau,Tunnel,,k_W,,-2,Wahr,{ABC4773B-CE81-4263-BC4F-899D58D317BB},Spitalhoftunnel,Hart,Falsch,,Bund,Hochleistungsstrasse,aare-solothurn-lido-strand,Aare,solothurn,36538.511
{E77C1CB2-280C-4A1F-AE37-415EB67B69C1},2019/11/11,2009/04/27,2006,4,2012,7,restrukturiert,swisstopo,2009,8,Autostrasse,1312_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Bund,Hochleistungsstrasse,wycheley,Brienzersee,brienze-be,23862.085
{8F672B27-F482-43B0-83B2-B346E481583D},2015/03/20,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,6,Autobahn,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,cully-plage,Lac Léman,bourg-en-lavaux,31762.380
{9E4B9CD2-E447-4EC5-A3B3-7E35EE7289CE},2016/02/01,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,toss_winterthur-2,Töss,winterthur,50324.069
{D2344986-638F-4D67-9C29-09E8569EBF1C},2012/01/10,2007/09/20,2000,,2013,6,verbessert,swisstopo,2010,7,2m Weg,2015_Aufbau,Keine,,Falsch,,0,Falsch,,,Natur,k_W,,k_W,k_W,vierwaldstattersee_weggis_schoberls_3,Quatre Cantons,weggis,20140.016
{F964F873-C727-477A-B4A8-8B923AF5E96E},2015/03/16,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,5,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,ub,Durchgangsstrasse,baby-plage-geneva,Lac Léman,geneve,51547.349
{EB1E6B65-6E3F-496E-91EC-584DFC109783},2015/10/28,2009/07/27,2009,3,2015,6,verbessert,swisstopo,2015,6,6m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,san-nazzaro-gambarogno,Lago Maggiore,gambarogno,22484.654
{B385854D-B467-43DD-ADCA-C54E951308AA},2015/03/20,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,6,Autobahn,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,lacleman_vidy_santie,Lac Léman,lausanne,54504.266
{71F3D0A0-3CCD-4F42-AEE3-9C733C5DCFD6},2015/09/07,2009/04/27,2000,4,2013,6,verbessert,swisstopo,2010,7,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,aare-limmatspitz,Aare,gebenstorf,45579.133
{0B167F38-CBBA-4B00-9701-C114DB61425C},2016/02/04,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,mols-rocks,Walensee,quarten,22874.377
{3F5F42EE-1565-4809-8164-7DCB33899973},2015/03/19,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2010,4,Autobahn,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,sense_torishaus_g-cubes,Sense,koniz,32625.812
{2B66111A-DFFD-4663-9547-5267B100FCFB},2015/10/14,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2015,6,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,saint-sulpice,Lac Léman,saint-sulpice,27488.433
{F16DBBEE-1625-4804-80B2-D2BD26BDC8FA},2016/02/11,2007/09/20,2002,,2013,6,verbessert,swisstopo,2013,6,4m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,ub,k_W,greifensee_uster_fischerb_1,Greifensee,uster,26032.724
{F8EA310C-6997-46E7-90DD-95C721255A75},2015/06/02,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2011,4,10m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,schusspark-strand,Schüss,biel,63533.324
{E6FB693B-2D60-41DC-8045-A8E3FF603E27},2016/06/09,2009/07/27,2009,3,2015,6,verbessert,swisstopo,2015,6,6m Strasse,2016_Aufbau,Keine,Bergwanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,pacha-mama-gerra,Lago Maggiore,gambarogno,13880.822
{94368501-588F-4336-ABFA-50C6F012D389},2018/02/28,2007/09/20,2002,,2016,6,verbessert,swisstopo,2016,6,2m Weg,1412_Aufbau,Keine,,Wahr,,0,Falsch,,,Natur,k_W,,ub,k_W,greifensee_maur_simmenc,Greifensee,maur,17273.174
{DA6C07B3-65E4-4930-B8D3-6FA87AB7F722},2016/12/20,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2016,6,Autobahn,2016_Aufbau,Bruecke,,k_W,,2,Wahr,{557BF1B6-F64F-472F-993B-952398F89DB9},Felsenauviadukt,Hart,Falsch,,Bund,Hochleistungsstrasse,bern-fahrstrasse,Aare,bern,66788.455
{1833CE06-0CC4-45DE-BA55-4504B92FEED8},2015/05/20,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2011,3,4m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,bielersee_vinelz_fankhausers,Bielersee,vinelz,27270.402
{0BDEBE97-D5E1-40E0-82A6-6092B404FEA4},2015/09/02,2009/04/27,2006,4,2012,6,verbessert,swisstopo,2012,3,6m Strasse,1312_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,weissenau-neuhaus,Thunersee,unterseen,23666.926
{E0BF4266-A626-4FF1-A11D-6B9BFEF6802C},2016/10/20,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,thur_schwarzenbach_meiliw,Thur,wil,33822.195
{E6FB693B-2D60-41DC-8045-A8E3FF603E27},2016/06/09,2009/07/27,2009,3,2015,6,verbessert,swisstopo,2015,6,6m Strasse,2016_Aufbau,Keine,Bergwanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,gerra-gambarogno,Lago Maggiore,gambarogno,15687.279
{BE0EE649-E526-4C7D-A97B-E423A89E6B3E},2015/03/05,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,5,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,versoix,Lac Léman,versoix,31104.749
{6DC45634-A342-4FB1-9467-1F5DA33FCAE0},2016/02/04,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,linth_mollis,Linthkanal,glarus-nord,39354.644
{1A5D8680-C127-430B-AD59-D60008040C4B},2019/08/27,2009/07/20,2008,7,2019,8,verbessert,swisstopo,2019,8,8m Strasse,2015_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,urnaesch_urnaesch_meierr,Urnäsch,hundwil,24213.324
{EF0B1C39-AF7D-4D48-B89E-B6B57F06267B},2015/04/16,2009/04/27,2004,4,2016,6,verbessert,swisstopo,2010,4,10m Strasse,2017_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,pierrier-sud,Lac Léman,montreux,31851.509
{57AFADA8-A081-45A2-BA4D-8B659483057E},2015/10/14,2010/04/13,2009,6,2015,6,verbessert,swisstopo,2015,6,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,plage-de-st-sulpice,Lac Léman,saint-sulpice,33992.542
{3911CB2E-A4CB-4FA2-B623-91F3CFCEEB2F},2015/10/07,2007/09/20,2000,,2013,6,verbessert,swisstopo,2010,6,10m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,zuerichsee_zurich_kullg,Zurichsee,zurich,29899.602
{7BEA5556-222A-4D1D-BBF8-2750FA49B1C7},2015/10/07,2007/09/20,2000,,2013,6,verbessert,swisstopo,2013,6,Autobahn,1412_Aufbau,Bruecke,,k_W,,1,Wahr,{2ED26EAE-AE9E-4C6C-8B6F-C11C47CBA81B},Sihlhochstrasse,Hart,Falsch,,Bund,Hochleistungsstrasse,zurichsee_wollishofen_langendorfm,Zurichsee,zurich,37159.704
{46C3BAB2-C4C2-486F-B810-A3ED6EFA0F13},2016/02/11,2007/09/20,2000,,2013,6,verbessert,swisstopo,2013,6,10m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,kusnacht,26863.237
{A11204E4-50D6-4AA6-947B-30AEBACB7DBC},2016/02/17,2007/09/20,2000,,2013,6,verbessert,swisstopo,2013,6,6m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,vierwaldstattersee_weggis_schoberls_1,Quatre Cantons,weggis,18178.956
{60BB6AD6-A614-4B63-9F90-BC50CFC724E1},2019/10/18,2009/04/27,2005,4,2018,6,verbessert,swisstopo,2018,6,Autobahn,2018_Aufbau,Tunnel,,k_W,,-3,Wahr,{41DEE04A-E582-4FEC-A60D-49BF80EE9029},Schwarzwald,Hart,Falsch,,Bund,Hochleistungsstrasse,rhein-beach-tinguely,Rhein,basel,82686.081
{8B3E3EFD-2A72-4FBB-9BA4-6D12AEC3E6FE},2016/08/23,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2016,6,4m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,plage-de-cheyres,Neuenburgersee,cheyres,22960.451
{F619BBF3-2E3E-49EE-8246-7C5E160EF3F3},2015/06/04,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2011,4,10m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,strandboden-biel,Bielersee,biel,54602.765
{4D814F29-5790-4E5B-BA5D-4A5EA21687D2},2015/04/16,2009/04/27,2004,4,2016,6,verbessert,swisstopo,2010,4,10m Strasse,2017_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,bain-des-dames,Lac Léman,la-tour-de-peilz,30558.054
{9FE248C9-0184-4186-B249-1DED48963718},2015/05/22,2009/04/27,2005,4,2018,6,verbessert,swisstopo,2009,5,Autobahn,2018_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,birs_basel_grunern,Birs,basel,88060.102
{34703298-BABA-4026-AC92-AC3E397CA84C},2016/02/11,2007/09/20,2002,,2013,6,verbessert,swisstopo,2013,6,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,zuerichsee_maennedorf_vanderkaadene,Zurichsee,mannedorf,39454.689
{42E28549-4555-4950-83EA-D416938B8144},2015/10/07,2007/09/20,2000,,2013,6,verbessert,swisstopo,2010,6,Autobahn,1412_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,chriesbach_duebendorf_schneidera,Chriesbach,dubendorf,76472.521
{2B66111A-DFFD-4663-9547-5267B100FCFB},2015/10/14,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2015,6,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,preverenges,Lac Léman,preverenges,33713.885
{8BEE6F97-C5E3-4607-8C58-436A6AB41326},2016/04/06,2009/04/27,2005,4,2018,6,verbessert,swisstopo,2014,6,4m Strasse,2018_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,ub,Durchgangsstrasse,rhein_basel_blarerp_2,Rhein,huningue,12095.299
{AE3651A2-388B-40F7-B423-25F1AFA2EF77},2015/03/26,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2010,4,6m Strasse,2016_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,aare_kehrsatz_stolten,Aare,belp,43630.638
{D8CE0255-24EB-40D5-B7C4-D3D0ACA90E1D},2019/07/18,2007/09/20,2002,,2019,5,verbessert,swisstopo,2014,6,8m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,bodensee_arbon_moslis,Bodensee,arbon,32492.595
{856160AC-7EC6-46DA-9BF8-1AB0D970CB79},2015/03/24,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2010,3,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,ub,Durchgangsstrasse,bern-tiergarten,Aare,bern,66910.264
{6CFA75A8-A828-4372-ADE2-9086146D66A9},2015/08/10,2009/04/27,2006,4,2012,3,verbessert,swisstopo,2012,3,6m Strasse,1312_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,langete_langenthal_geiserm,Langeten,langenthal,61932.143
{AF95CAA9-33AB-4FD3-B261-1E38F29EC4F1},2016/02/02,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Bruecke,,k_W,,1,Wahr,{2B4DDFB2-A58E-40F5-B074-01434F42DB61},Goldach-Viadukt,Hart,Falsch,,Bund,Hochleistungsstrasse,goldach_goldach_schlachterj,Goldach,goldach,51501.471
{71F3D0A0-3CCD-4F42-AEE3-9C733C5DCFD6},2015/09/07,2009/04/27,2000,4,2013,6,verbessert,swisstopo,2010,7,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,aare_brugg_buchie,Aare,brugg,50439.058
{8AB4D519-F950-480A-ABC1-81E7CAA3EE75},2016/02/04,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Tunnel,,k_W,,-2,Wahr,{3B7753BC-413E-46D1-BFA2-0442BDC61EE1},Raischibetunnel,Hart,Falsch,,Bund,Hochleistungsstrasse,walensee_walenstadt_wysse,Walensee,walenstadt,29363.199
{B355A618-01FC-4CB7-B1FD-31BBE9B5D9EE},2016/02/11,2007/09/20,2000,,2013,6,verbessert,swisstopo,2013,6,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,reuss_ottenbach_schoenenbergerl,Reuss,merenschwand,32844.725
{F566A07E-5912-4B54-90FD-3F31E30429ED},2010/10/06,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2010,4,2m Weg,2016_Aufbau,Keine,,Wahr,,0,Falsch,,,Natur,k_W,,k_W,k_W,nouvelle-plage,Neuenburgersee,estavayer,24323.372
{60BB6AD6-A614-4B63-9F90-BC50CFC724E1},2019/10/18,2009/04/27,2005,4,2018,6,verbessert,swisstopo,2018,6,Autobahn,2018_Aufbau,Tunnel,,k_W,,-3,Wahr,{41DEE04A-E582-4FEC-A60D-49BF80EE9029},Schwarzwald,Hart,Falsch,,Bund,Hochleistungsstrasse,rhein_basel_hungerbuehlern,Rhein,basel,82751.952
{0ED8BBBE-C56B-4B96-93B6-BB3F7B55E0AC},2016/02/04,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,flibach-river-right-bank,Walensee,weesen,30472.018
{F24D1F9C-E95D-4CB7-A526-41CA37AE50F5},2017/02/22,2009/04/27,2004,4,2016,6,restrukturiert,swisstopo,2010,4,8m Strasse,2017_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,arabie,Lac Léman,vevey,35385.565
{B0823907-EB05-46C4-8788-84B84646A32D},2016/02/23,2007/09/20,2003,,2018,10,verbessert,swisstopo,2013,6,4m Strasse,2018_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,vorderrhein_disentis_schmidn,Vorderrhein,disentis-muster,32792.117
{0BE0B519-6DDF-41D8-9F80-DE0EC9CCB667},2019/12/12,2007/09/20,2000,,2019,6,verbessert,swisstopo,2019,6,Autobahn,1412_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,katzenbach_zuerich_sanesim,Katzensee,zurich,45316.653
{FE2C4619-ACC8-4973-AB64-FDEF5576BA78},2015/04/01,2009/08/12,2004,8,2016,6,verbessert,swisstopo,2010,4,6m Strasse,2017_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,thunersee_spiez_meierd_1,Thunersee,spiez,16472.524
{CAB3A3A6-C277-4DBF-921D-07ADC6B6BBE4},2015/04/16,2009/04/27,2004,4,2016,6,verbessert,swisstopo,2010,8,10m Strasse,2017_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,grand-clos,Lac Léman,saint-gingolph,19562.740
{B8300135-1B63-47EA-90F7-CA65757A9954},2015/04/01,2011/03/30,2010,4,2016,6,verbessert,swisstopo,2010,4,4m Strasse,2017_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Kanton,Verbindungsstrasse,camping-gwatt-strand,Thunersee,thun,25670.794
{B8CC6C67-B04A-44E5-9992-E33612B52F08},2017/01/13,2009/04/27,2004,4,2016,6,verbessert,swisstopo,2016,6,10m Strasse,2017_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,le-port,Lac Léman,la-tour-de-peilz,33431.845
{3707B9FA-30A6-4F10-948A-7B7C9A1DB1DC},2019/11/25,2007/09/20,2002,,2019,6,verbessert,swisstopo,2019,6,6m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,unterdsee_ermatingen_brunkem,Untersee,ermatingen,26571.989
{66E90746-8B29-4805-8C8E-BC38E2DF6976},2016/02/02,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,6m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,toss_kollbrunn_burgid,Töss,zell,49474.345
{59E4498D-E897-4152-86FF-4D370A35765D},2019/07/05,2009/04/27,2005,4,2019,10,verbessert,swisstopo,2019,7,6m Strasse,2018_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,emme_biberist_jennim,Emme,biberist,44044.906
{B4BB5A99-8F9D-4B10-9B32-52B28C3ECAF7},2015/06/02,2009/04/27,2005,4,2018,11,verbessert,swisstopo,2009,6,Autobahn,2018_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,birs_basel_laderachs,Birs,basel,94553.538
{31D64EF8-516C-486D-9F2A-FC8A37D709EA},2016/08/24,2010/11/18,2010,3,2016,6,restrukturiert,swisstopo,2010,3,8m Strasse,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Wahr,,ub,Durchgangsstrasse,aare_koniz_hoppej,Aare,koniz,66742.022
{46D419A0-0DDD-4737-A1C6-60BABA49EA22},2016/02/11,2007/09/20,2002,,2013,6,verbessert,swisstopo,2013,6,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,zuerichsee_waedenswil_colomboc_1,Zurichsee,richterswil,29900.401
{390D8E2E-AF2F-47C4-A500-5ADDBDCD39B2},2019/11/25,2007/09/20,2002,,2019,6,verbessert,swisstopo,2019,6,6m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,berlingen-swisslitterreport,Untersee,berlingen,20121.039
{4896C68A-8036-48BC-B830-623825FDB968},2010/03/01,2009/03/04,2004,3,2016,6,verbessert,swisstopo,2009,6,1m Weg,2016_Aufbau,Keine,,k_W,,0,k_W,,,Natur,k_W,,k_W,k_W,lacleman_gland_lecoanets,Lac Léman,gland,20872.324
{2013C089-EE7F-4117-B10B-8D64A78D93E1},2016/03/01,2009/04/27,2006,4,2018,6,verbessert,swisstopo,2015,6,4m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,ub,k_W,bagno-pubblico-ascona,Lago Maggiore,ascona,18556.135
{C7512428-3F47-48F9-8EE1-F1381D79E8A0},2016/02/15,2007/09/20,2002,,2013,6,verbessert,swisstopo,2013,6,10m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,zuerichsee_richterswil_benkoem_2,Zurichsee,richterswil,24830.532
{97AD1435-218D-491D-9864-2C065E19D7D1},2015/02/25,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,6,Autobahn,2016_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,tolochenaz,Lac Léman,tolochenaz,32217.033
{14479D5A-AC27-497B-BE0F-23035C906D15},2017/01/04,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,muhlehorn-dorf,Walensee,glarus-nord,26332.086
{25703AF0-3AE8-4EE7-9B37-246D44282658},2017/09/22,2009/04/27,2004,4,2016,6,verbessert,swisstopo,2016,6,6m Strasse,2017_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,ognonnaz-1,Ognonnaz,vevey,61405.073
{B996BAB2-E365-4596-8D8D-3A0C281B3904},2015/12/10,2009/04/27,2006,4,2015,3,verbessert,swisstopo,2015,3,6m Strasse,1312_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Verbindungsstrasse,aare_rupperswil_badert,Aare,rupperswil,41187.494
{FF6CD255-1E3F-4129-91ED-67BE4825194F},2016/02/16,2007/09/20,2002,,2013,6,verbessert,swisstopo,2013,6,6m Strasse,1412_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,toss_bauma_kurthe,Töss,bauma,41271.433
{B0EFA991-00F0-4EAC-90E8-9A36E97E575F},2019/06/18,2007/09/20,2000,,2019,6,verbessert,swisstopo,2019,6,10m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,lorze_baar_blarere,Lorze,baar,47572.907
{9DC22E30-7852-4A15-8B63-259800B6A582},2019/11/25,2007/09/20,2002,,2019,6,verbessert,swisstopo,2019,6,8m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,rhein_hemishofen_stolll,Rhein,hemishofen,35559.259
{5FC4D38B-E699-495B-B7AC-B9F18A5F9846},2015/10/07,2007/09/20,2000,,2013,6,verbessert,swisstopo,2010,6,Autobahn,1412_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,sihl_leimbach_kruegerm,Sihl,zurich,54854.789
{72B0B81C-218E-4278-86B9-E4091C6B3BAD},2016/02/02,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,Autobahn,2015_Aufbau,Keine,,k_W,,0,Wahr,,,Hart,Falsch,,Bund,Hochleistungsstrasse,sitter_gaiserwald_buehlerf,Sitter,st-gallen,39584.008
{335B5980-309C-4F55-BD70-6E6698DFFDF7},2016/02/02,2007/09/20,2002,,2014,6,verbessert,swisstopo,2014,6,8m Strasse,2015_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,bodensee_altenrhein_caluoria,Bodensee,thal,25420.946
{DBA954AE-B548-4B92-8D18-774A28504B7B},2019/03/21,2009/04/27,2005,4,2018,6,verbessert,swisstopo,2018,6,6m Strasse,2018_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,emme_utzenstorf_gruttert,Emme,utzenstorf,41011.125
{7F06A3FD-14EA-4C49-AFD9-09A3CBD5ADB6},2015/03/12,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,5,10m Strasse,2016_Aufbau,Keine,,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,villa-barton,Lac Léman,geneve,39487.651
{4AD04605-0900-4475-8586-2E0393817DD1},2015/02/25,2009/03/04,2004,3,2015,6,verbessert,swisstopo,2009,6,6m Strasse,2016_Aufbau,Keine,Wanderweg,k_W,,0,Falsch,,,Hart,Falsch,,Kanton,Durchgangsstrasse,la-pecherie,Lac Léman,allaman,18177.013
