,code,rank,location,population,groupname,l_weight,type,pcs_m,n_times,quantity,% of total,n_weight
4084,G139,95,gals-reserve,827.0,personal items,0.016,l,0.0,2,0,0.0,0.016
4085,G139,95,la-petite-plage,30157.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4086,G139,95,luscherz-plage,560.0,personal items,0.032,l,0.0,2,0,0.0,0.016
4087,G139,95,nouvelle-plage,9716.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4088,G139,95,ruisseau-de-la-croix-plage,2320.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4089,G139,95,thunersee_spiez_meierd_1,12812.0,personal items,0.088,l,0.0,2,0,0.0,0.016
4090,G139,96,aare_bern_gerberm,133883.0,personal items,0.008,r,0.0,1,0,0.0,0.008
4091,G139,96,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4092,G139,96,impromptu_cudrefin,1633.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4093,G139,96,la-petite-plage,30157.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4094,G139,96,ligerz-strand,544.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4095,G139,96,plage-de-cheyres,2320.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4096,G139,96,schusspark-strand,55159.0,personal items,0.016,r,0.0,1,0,0.0,0.008
4097,G139,97,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4098,G139,97,la-petite-plage,30157.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4099,G139,97,nidau-strand,6823.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4100,G139,97,thunersee_spiez_meierd_1,12812.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4101,G139,98,aare-limmatspitz,5414.0,personal items,0.008,r,0.0,1,0,0.0,0.008
4102,G139,98,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,3,0,0.0,0.024
4103,G139,98,la-petite-plage,30157.0,personal items,0.088,l,0.0,2,0,0.0,0.016
4104,G139,98,plage-de-cheyres,2320.0,personal items,0.088,l,0.0,3,0,0.0,0.024
4105,G139,99,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4106,G139,99,camping-gwatt-strand,43734.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4107,G139,99,delta-park,12812.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4108,G139,99,evole-plage,33489.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4109,G139,99,hauterive-petite-plage,2623.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4110,G139,99,pointe-dareuse,6154.0,personal items,0.008,l,0.0,1,0,0.0,0.008
4111,G139,99,schusspark-strand,55159.0,personal items,0.016,r,0.0,1,0,0.0,0.008
4112,G139,99,sundbach-strand,1195.0,personal items,0.016,l,0.0,2,0,0.0,0.016
4113,G139,99,thunersee_spiez_meierd_1,12812.0,personal items,0.088,l,0.0,3,0,0.0,0.024
4114,G139,99,wycheley,3092.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4115,G139,100,hafeli,2536.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4116,G139,100,la-petite-plage,30157.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4117,G139,100,plage-de-cheyres,2320.0,personal items,0.088,l,0.0,2,0,0.0,0.016
4118,G139,100,thun-strandbad,43734.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4119,G139,100,thunersee_spiez_meierd_1,12812.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4120,G139,100,weissenau-neuhaus,5751.0,personal items,0.08,l,0.0,2,0,0.0,0.016
4121,G139,101,hafeli,2536.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4122,G139,101,luscherz-plage,560.0,personal items,0.032,l,0.0,1,0,0.0,0.008
4123,G139,101,plage-de-cheyres,2320.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4124,G139,101,thunersee_spiez_meierd_1,12812.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4125,G139,102,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4126,G139,102,weissenau-neuhaus,5751.0,personal items,0.08,l,0.0,1,0,0.0,0.008
4127,G139,103,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4128,G139,103,evole-plage,33489.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4129,G139,103,la-petite-plage,30157.0,personal items,0.088,l,0.0,2,0,0.0,0.016
4130,G139,103,weissenau-neuhaus,5751.0,personal items,0.08,l,0.0,1,0,0.0,0.008
4131,G139,104,ligerz-strand,544.0,personal items,0.016,l,0.0,1,0,0.0,0.008
4132,G139,107,weissenau-neuhaus,5751.0,personal items,0.08,l,0.0,1,0,0.0,0.008
4133,G139,108,bielersee_vinelz_fankhausers,867.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4134,G139,108,evole-plage,33489.0,personal items,0.088,l,0.0,1,0,0.0,0.008
4135,G139,108,weissenau-neuhaus,5751.0,personal items,0.08,l,0.0,1,0,0.0,0.008
4136,G14,31,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.01,1,1,8.122816992933149e-05,0.008
4137,G14,33,bern-fahrstrasse,133883.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4138,G14,34,beich,1043.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4139,G14,34,gummligrabbe,1920.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4140,G14,35,aare_bern_scheurerk,133883.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4141,G14,35,augustmutzenbergstrandweg,12812.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4142,G14,35,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4143,G14,36,aare_suhrespitz_badert,21506.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4144,G14,36,la-thiele_le-mujon_confluence,30157.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4145,G14,37,spackmatt,3480.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4146,G14,63,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4147,G14,64,impromptu_cudrefin,1633.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4148,G14,91,aare_brugg_buchie,11179.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4149,G14,92,aare_post,3695.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4150,G14,92,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4151,G14,94,ruisseau-de-la-croix-plage,2320.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4152,G14,94,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4153,G14,96,gals-reserve,827.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4154,G14,99,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4155,G14,112,aare_koniz_hoppej,41784.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4156,G14,113,bern-tiergarten,133883.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4157,G14,113,luscherz-two,560.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4158,G14,113,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4159,G14,115,brugg-be-buren-bsg-standort,4390.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4160,G14,116,aare-solothurn-lido-strand,16777.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4161,G14,116,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4162,G14,116,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4163,G14,117,ligerz-strand,544.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4164,G14,118,camp-des-peches,4645.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4165,G14,118,gals-reserve,827.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4166,G14,118,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4167,G14,118,nouvelle-plage,9716.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4168,G14,118,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4169,G14,119,aare-limmatspitz,5414.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4170,G14,119,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4171,G14,120,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4172,G14,121,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4173,G14,121,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4174,G14,122,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4175,G14,123,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4176,G14,123,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4177,G14,125,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4178,G14,134,hafeli,2536.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4179,G14,145,aare_bern_gerberm,133883.0,agg-con-trans,0.008,r,0.0,1,0,0.0,0.008
4180,G14,145,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4181,G14,145,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4182,G14,170,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4183,G14,171,pointe-dareuse,6154.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4184,G14,171,sundbach-strand,1195.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4185,G14,184,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4186,G14,185,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4187,G14,185,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4188,G14,186,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4189,G14,186,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,2,0,0.0,0.016
4190,G14,187,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4191,G14,188,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4192,G14,188,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4193,G14,188,oben-am-see,3092.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4194,G14,188,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,1,0,0.0,0.008
4195,G14,189,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4196,G14,189,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4197,G14,189,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,3,0,0.0,0.024
4198,G14,190,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4199,G14,190,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4200,G14,190,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4201,G14,190,luscherz-plage,560.0,agg-con-trans,0.032,l,0.0,1,0,0.0,0.008
4202,G14,190,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4203,G14,190,signalpain,30157.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4204,G14,190,strandboden-biel,55159.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4205,G14,190,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,1,0,0.0,0.008
4206,G14,190,wycheley,3092.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4207,G14,191,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4208,G14,191,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4209,G14,191,la-petite-plage,30157.0,agg-con-trans,0.088,l,0.0,3,0,0.0,0.024
4210,G14,191,mullermatte,55159.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4211,G14,191,pecos-plage,3357.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4212,G14,191,thun-strandbad,43734.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4213,G14,191,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,1,0,0.0,0.008
4214,G14,192,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4215,G14,192,evole-plage,33489.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4216,G14,192,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4217,G14,192,schusspark-strand,55159.0,agg-con-trans,0.016,r,0.0,1,0,0.0,0.008
4218,G14,192,thun-strandbad,43734.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4219,G14,192,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,1,0,0.0,0.008
4220,G14,193,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4221,G14,193,camping-gwatt-strand,43734.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4222,G14,193,hafeli,2536.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4223,G14,193,hauterive-petite-plage,2623.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4224,G14,193,luscherz-plage,560.0,agg-con-trans,0.032,l,0.0,2,0,0.0,0.016
4225,G14,193,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4226,G14,193,strandboden-biel,55159.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4227,G14,193,thunersee_spiez_meierd_1,12812.0,agg-con-trans,0.088,l,0.0,1,0,0.0,0.008
4228,G14,193,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,2,0,0.0,0.016
4229,G14,193,wycheley,3092.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4230,G14,194,bielersee_vinelz_fankhausers,867.0,agg-con-trans,0.088,l,0.0,2,0,0.0,0.016
4231,G14,194,delta-park,12812.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4232,G14,194,ligerz-strand,544.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4233,G14,194,luscherz-plage,560.0,agg-con-trans,0.032,l,0.0,1,0,0.0,0.008
4234,G14,194,nidau-strand,6823.0,agg-con-trans,0.008,l,0.0,1,0,0.0,0.008
4235,G14,194,plage-de-cheyres,2320.0,agg-con-trans,0.088,l,0.0,3,0,0.0,0.024
4236,G14,194,schusspark-strand,55159.0,agg-con-trans,0.016,r,0.0,1,0,0.0,0.008
4237,G14,194,sundbach-strand,1195.0,agg-con-trans,0.016,l,0.0,1,0,0.0,0.008
4238,G14,194,weissenau-neuhaus,5751.0,agg-con-trans,0.08,l,0.0,2,0,0.0,0.016
4239,G140,31,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4240,G140,32,aare_suhrespitz_badert,21506.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4241,G140,33,la-thiele_le-mujon_confluence,30157.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4242,G140,34,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4243,G140,36,ruisseau-de-la-croix-plage,2320.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4244,G140,37,brugg-be-buren-bsg-standort,4390.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4245,G140,37,gals-reserve,827.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4246,G140,38,camp-des-peches,4645.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4247,G140,42,nidau-strand,6823.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4248,G140,44,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4249,G140,54,bern-fahrstrasse,133883.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4250,G140,55,aare_koniz_hoppej,41784.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4251,G140,55,beich,1043.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4252,G140,55,gummligrabbe,1920.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4253,G140,56,aare_bern_scheurerk,133883.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4254,G140,56,aare_brugg_buchie,11179.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4255,G140,56,augustmutzenbergstrandweg,12812.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4256,G140,56,bern-tiergarten,133883.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4257,G140,56,luscherz-two,560.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4258,G140,56,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4259,G140,57,aare-solothurn-lido-strand,16777.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4260,G140,57,aare_post,3695.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4261,G140,57,gals-reserve,827.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4262,G140,57,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4263,G140,57,nouvelle-plage,9716.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4264,G140,57,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4265,G140,57,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4266,G140,58,impromptu_cudrefin,1633.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4267,G140,58,ligerz-strand,544.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4268,G140,58,luscherz-plage,560.0,the rest,0.032,l,0.0,2,0,0.0,0.016
4269,G140,58,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4270,G140,58,spackmatt,3480.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4271,G140,59,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4272,G140,59,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4273,G140,59,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4274,G140,60,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4275,G140,60,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4276,G140,60,schusspark-strand,55159.0,the rest,0.016,r,0.0,1,0,0.0,0.008
4277,G140,60,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4278,G140,60,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4279,G140,61,aare_bern_gerberm,133883.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4280,G140,61,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4281,G140,61,delta-park,12812.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4282,G140,61,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4283,G140,61,strandboden-biel,55159.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4284,G140,61,sundbach-strand,1195.0,the rest,0.016,l,0.0,2,0,0.0,0.016
4285,G140,61,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4286,G140,62,aare-limmatspitz,5414.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4287,G140,62,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4288,G140,62,camping-gwatt-strand,43734.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4289,G140,62,la-petite-plage,30157.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4290,G140,62,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,3,0,0.0,0.024
4291,G140,62,schusspark-strand,55159.0,the rest,0.016,r,0.0,1,0,0.0,0.008
4292,G140,62,thun-strandbad,43734.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4293,G140,62,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4294,G140,62,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4295,G140,62,wycheley,3092.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4296,G140,63,evole-plage,33489.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4297,G140,63,hafeli,2536.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4298,G140,63,luscherz-plage,560.0,the rest,0.032,l,0.0,1,0,0.0,0.008
4299,G140,63,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4300,G140,63,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,3,0,0.0,0.024
4301,G140,63,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4302,G140,64,evole-plage,33489.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4303,G140,64,hafeli,2536.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4304,G140,64,luscherz-plage,560.0,the rest,0.032,l,0.0,1,0,0.0,0.008
4305,G140,64,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4306,G140,64,pointe-dareuse,6154.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4307,G140,64,strandboden-biel,55159.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4308,G140,64,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4309,G140,65,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,3,0,0.0,0.024
4310,G140,65,evole-plage,33489.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4311,G140,65,hauterive-petite-plage,2623.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4312,G140,65,la-petite-plage,30157.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4313,G140,65,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,2,0,0.0,0.016
4314,G140,66,evole-plage,33489.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4315,G140,66,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4316,G140,66,ligerz-strand,544.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4317,G140,67,evole-plage,33489.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4318,G140,67,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4319,G140,67,mullermatte,55159.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4320,G140,67,thun-strandbad,43734.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4321,G140,68,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4322,G140,69,evole-plage,33489.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4323,G140,69,mullermatte,55159.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4324,G140,69,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4325,G140,69,wycheley,3092.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4326,G140,70,mullermatte,55159.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4327,G140,70,signalpain,30157.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4328,G140,71,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4329,G140,71,pecos-plage,3357.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4330,G140,71,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4331,G140,72,evole-plage,33489.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4332,G140,72,mullermatte,55159.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4333,G140,73,mullermatte,55159.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4334,G140,73,weissenau-neuhaus,5751.0,the rest,0.08,l,0.0,1,0,0.0,0.008
4335,G140,74,evole-plage,33489.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4336,G140,74,mullermatte,55159.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4337,G140,77,mullermatte,55159.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4338,G140,77,oben-am-see,3092.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4339,G141,11,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.07,1,1,8.122816992933149e-05,0.008
4340,G141,15,bielersee_vinelz_fankhausers,867.0,the rest,0.088,l,0.11,1,3,0.00024368450978799449,0.008
4341,G141,61,aare_koniz_hoppej,41784.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4342,G141,61,augustmutzenbergstrandweg,12812.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4343,G141,62,aare_brugg_buchie,11179.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4344,G141,62,aare_suhrespitz_badert,21506.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4345,G141,62,bern-tiergarten,133883.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4346,G141,62,la-thiele_le-mujon_confluence,30157.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4347,G141,62,luscherz-two,560.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4348,G141,62,spackmatt,3480.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4349,G141,63,aare_post,3695.0,the rest,0.008,r,0.0,1,0,0.0,0.008
4350,G141,64,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4351,G141,65,impromptu_cudrefin,1633.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4352,G141,67,la-petite-plage,30157.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4353,G141,69,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4354,G141,70,delta-park,12812.0,the rest,0.008,l,0.0,1,0,0.0,0.008
4355,G141,70,sundbach-strand,1195.0,the rest,0.016,l,0.0,1,0,0.0,0.008
4356,G141,70,thunersee_spiez_meierd_1,12812.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4357,G141,72,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,1,0,0.0,0.008
4358,G141,73,luscherz-plage,560.0,the rest,0.032,l,0.0,1,0,0.0,0.008
4359,G141,73,plage-de-cheyres,2320.0,the rest,0.088,l,0.0,2,0,0.0,0.016
4360,G141,73,thun-strandbad,43734.0,the rest,0.016,l,0.0,1,0,0.0,0.008
