loc_date,code,date,pcs_m,quantity,location,water_name,population,streets,buildings,rivs,wname_loc
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-05-22')",G112,2020-05-22,0.03,1,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-06-23')",G112,2020-06-23,0.0,0,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-07-23')",G112,2020-07-23,0.58,15,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-08-25')",G112,2020-08-25,0.0,0,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-09-18')",G112,2020-09-18,0.07,2,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-10-26')",G112,2020-10-26,0.0,0,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-11-21')",G112,2020-11-21,0.0,0,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_kusnachterhorn_thirkell-whitej', '2020-12-22')",G112,2020-12-22,0.0,0,zurichsee_kusnachterhorn_thirkell-whitej,Zurichsee,14397,26863.237,61901.617,6,"('Zurichsee', 'zurichsee_kusnachterhorn_thirkell-whitej')"
"('zurichsee_wollishofen_langendorfm', '2020-04-18')",G112,2020-04-18,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-05-12')",G112,2020-05-12,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-06-12')",G112,2020-06-12,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-07-13')",G112,2020-07-13,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-08-13')",G112,2020-08-13,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-09-11')",G112,2020-09-11,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-10-13')",G112,2020-10-13,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-11-12')",G112,2020-11-12,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2020-12-10')",G112,2020-12-10,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
"('zurichsee_wollishofen_langendorfm', '2021-01-10')",G112,2021-01-10,0.0,0,zurichsee_wollishofen_langendorfm,Zurichsee,415367,37159.704,90068.38,4,"('Zurichsee', 'zurichsee_wollishofen_langendorfm')"
